,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,Id,Age,Geo,Gender,Language_Spoken,Language_Used,Education,Employed,Occupation,HH_Income,Ethnic_Background,Labels,par1,par2,par3,par4,par5,par6,par7,par8,par9,par10,label1,combination,total,label1x,label2x,label3x,label4x,label5x,label6x,label7x,label8x,label9x,label10x,label11x,label12x,total_per,bestlabelx1,bestlabelx2,bestlabelx3,bestlabel1,bestlabel2,bestlabel3,melhores
42,42,217,217,,218,70+,Ontario,Female,English,French,High School Graduation Certificate,Full-Time,Other,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.5,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.5-0.0-0.1111111111111111-0-1.0,46,1.1167055577988929e-06,4.466822231195572e-07,1.1167055577988929e-06,6.700233346793357e-07,1.5633877809184502e-06,2.0100700040380073e-06,6.700233346793357e-07,0.0,0.0,0.0,0.0,2.6800933387173426e-06,0.003833333333333333,label12x,,,11,0,0,0.00028766335168899483
43,43,219,219,,220,50-54,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,0.7333333333333333,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.7333333333333333-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,15,5.925925925925926e-05,1.9753086419753087e-05,0.0,5.925925925925926e-05,7.901234567901235e-05,0.0,7.901234567901235e-05,0.0,0.0,0.0,0.0,0.0,0.00125,label5x,,,4,0,0,0.0023703703703703703
44,44,223,223,,224,50-54,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.0-0-1.0,10,0.0,0.0,0.0002,0.0,0.0001,0.0002,0.0005,0.0,0.0,0.0,0.0,0.0,0.0008333333333333334,label7x,,,6,0,0,0.008
45,45,225,225,,226,40-44,Alberta,Female,English,English,High School Graduation Certificate,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.6,0.0,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.8888888888888888,0,1.0,,0.6-0.0-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.8888888888888888-0-1.0,202,0.00497525247537129,1.0520064981822566e-08,5.569446166847241e-09,6.188273518719157e-09,4.3317914631034095e-09,1.1757719685566397e-08,9.282410278078733e-09,1.4233029093054059e-08,2.2277784667388965e-08,8.663582926206819e-09,9.282410278078733e-09,1.6089511148669807e-08,0.016833333333333332,label1x,,,0,0,0,0.005008750218755469
46,46,240,240,,241,70+,Alberta,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,1.0,0.0,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.0-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,23,3.5734577849564577e-06,1.072037335486937e-05,1.072037335486937e-05,1.072037335486937e-05,2.144074670973874e-05,1.429383113982583e-05,1.072037335486937e-05,0.0,0.0,0.0,0.0,0.0,0.0019166666666666666,label5x,,,4,0,0,0.0010684638777019805
47,47,241,241,,242,25-29,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.4,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,32,5.7220458984375e-06,2.86102294921875e-06,0.0,5.7220458984375e-06,5.7220458984375e-06,0.0,4.76837158203125e-06,5.7220458984375e-06,0.0,0.0,0.0,0.0,0.0026666666666666666,label1x,,,0,0,0,0.00042724609375
48,48,246,246,,247,50-54,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Clerical/Secretarial,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.0,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.0-0-1.0,5,0.2833333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label1x,,,0,0,0,0.41666666666666663
49,49,251,251,,252,40-44,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Unskilled,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,1.0,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-1.0-0-1.0,74,2.534852042858988e-07,1.8106086020421348e-07,3.6212172040842693e-08,1.8106086020421348e-07,0.013701635747265692,1.4484868816337077e-07,1.086365161225281e-07,1.8106086020421348e-07,5.793947526534831e-07,1.4484868816337077e-07,3.2590954836758423e-07,0.0,0.006166666666666667,label5x,,,4,0,0,0.013988037815936718
50,50,253,253,,254,15-17,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Professionals,,,,0.06666666666666668,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.4444444444444444,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.4444444444444444-0-1.0,5,0.0032,0.0,0.0,0.0032,0.0016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0004166666666666667,label1x,,,0,0,0,0.024
51,51,255,255,,256,55-59,Ontario,Male,Other,English,Other Certificate/Diploma Not Univ,Not Employed,Other,,,,0.8,0.6666666666666666,0,0.7058823529411765,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-0-0.7058823529411765-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,74,1.667412778304532e-07,1.3339302226436257e-07,2.6678604452872513e-07,1.0004476669827192e-07,1.3339302226436257e-07,3.334825556609064e-08,3.001343000948158e-07,0.0,5.002238334913596e-07,2.6678604452872513e-07,0.0,5.66920344623541e-07,0.006166666666666667,label12x,,,11,0,0,0.00010117860738751901
52,52,265,265,,266,55-59,Alberta,Female,English,English,Trade Certificate/Diploma,Not Employed,Other Managers,,,,0.8,0.0,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.2222222222222222,0,1.0,,0.8-0.0-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.2222222222222222-0-1.0,134,7.452767610998268e-08,4.065145969635419e-08,4.7426702979079894e-08,4.7426702979079894e-08,4.065145969635419e-08,6.097718954453129e-08,5.420194626180559e-08,1.0162864924088548e-07,0.0,4.065145969635419e-08,0.0,0.11289011308802473,0.011166666666666667,label12x,,,11,0,0,0.12729875874290944
53,53,268,268,,269,60-64,Ontario,Female,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,30,6.172839506172839e-06,6.172839506172839e-06,1.234567901234568e-06,9.876543209876543e-06,2.469135802469136e-06,1.234567901234568e-06,7.4074074074074075e-06,0.0,0.0,2.469135802469136e-06,0.0,0.0,0.0025,label4x,,,3,0,0,0.0007037037037037037
54,54,273,273,,274,65-69,Quebec,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.9333333333333332,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.9333333333333332-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,15,5.925925925925926e-05,3.950617283950617e-05,3.950617283950617e-05,3.950617283950617e-05,0.0,0.0,5.925925925925926e-05,5.925925925925926e-05,0.0,0.0,0.0,0.0,0.00125,label1x,,,0,0,0,0.0014814814814814816
55,55,280,280,,281,25-29,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.4,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,26,2.1882987290360987e-06,2.1882987290360987e-06,1.0941493645180492e-05,0.0,6.564896187108294e-06,2.1882987290360987e-06,1.3129792374216589e-05,0.0,0.0,1.9694688561324882e-05,0.0,0.0,0.0021666666666666666,label10x,,,9,0,0,0.0011379153390987712
56,56,284,284,,285,55-59,Ontario,Female,English,English,Trade Certificate/Diploma,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.0,0.8888888888888888,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.0-0.8888888888888888-0-1.0,19,0.0,3.0693441578870636e-05,4.604016236830594e-05,1.5346720789435318e-05,3.0693441578870636e-05,0.0,2.302008118415297e-05,0.0,0.0,0.0,0.0,0.0,0.0015833333333333333,label3x,,,2,0,0,0.0018953200174952614
57,57,287,287,,288,60-64,Ontario,Male,English,French,Univ Cert/Dipl Below Bachelor Level,Not Employed,Other,,,,0.8666666666666667,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,217,5.86279105967712e-09,5.86279105967712e-09,4.960823204342178e-09,7.2157428426795325e-09,6.764758915012062e-09,2.705903566004825e-09,1.0372630336351828e-08,8.568694625681944e-09,1.3529517830024125e-08,3.6078714213397662e-09,1.5333453540694007e-08,1.3078533902356652e-08,0.018083333333333333,label11x,,,10,0,0,9.101306644257227e-06
58,58,290,290,,291,35-39,Ontario,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.5333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,0.0,,0.5333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-0.0,191,1.6530622635421697e-08,1.2773662945553132e-08,1.2022271007579418e-08,1.8033406511369123e-08,1.8784798449342837e-08,1.4276446821500557e-08,9.768095193658277e-09,6.762527441763422e-09,0.0,9.768095193658277e-09,1.4276446821500557e-08,1.051948713163199e-08,0.015916666666666666,label5x,,,4,0,0,1.0189626070861529e-05
59,59,295,295,,296,35-39,British Columbia,Female,English,English,Bachelors Degrees,Not Employed,Other,,,,0.5333333333333333,0.1111111111111111,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.1111111111111111-0-1.0,76,0.013335963937982684,2.598128048740882e-07,1.9485960365556615e-07,1.6238300304630514e-07,3.5724260670187126e-07,1.299064024370441e-07,2.922894054833492e-07,9.742980182778308e-08,0.0,6.170554115759595e-07,0.0,0.0,0.006333333333333333,label1x,,,0,0,0,0.01360730593607306
60,60,299,299,,300,19 Years,Ontario,Male,English,English,Trade Certificate/Diploma,Full-Time,Other Managers,,,,0.2,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.8,0.0,0.2222222222222222,0,1.0,,0.2-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.8-0.0-0.2222222222222222-0-1.0,13,0.00010503833899373271,7.002555932915516e-05,0.00014005111865831031,7.002555932915516e-05,0.0,7.002555932915516e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0010833333333333333,label3x,,,2,0,0,0.0040964952207555765
61,61,302,302,,303,35-39,British Columbia,Male,French,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.5333333333333333,0.1111111111111111,0,0.29411764705882354,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.5333333333333333-0.1111111111111111-0-0.29411764705882354-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,15,0.0,0.0,0.0,7.901234567901235e-05,5.925925925925926e-05,3.950617283950617e-05,0.0,0.0,0.0,0.00011851851851851852,0.0,0.0,0.00125,label10x,,,9,0,0,0.003851851851851852
62,62,307,307,,308,70+,Quebec,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,1.0,0.8888888888888888,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,1.0-0.8888888888888888-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,3,0.0,0.0,0.0,0.0,0.037037037037037035,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00025,label5x,,,4,0,0,0.1111111111111111
63,63,314,314,,315,65-69,Ontario,Male,English,French,Bachelors Degrees,Full-Time,Other,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,45,1.7070568510897732e-06,7.315957933241883e-07,0.0,2.438652644413961e-07,1.2193263222069807e-06,1.2193263222069807e-06,1.2193263222069807e-06,0.0,0.0,0.0,4.6334400243865264e-06,0.0,0.00375,label11x,,,10,0,0,0.0003401920438957476
64,64,315,315,,316,30-34,British Columbia,Male,English,English,Univ Cert/Dipl Below Bachelor Level,Full-Time,Other,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,49,1.7346652555743034e-07,5.20399576672291e-07,8.673326277871518e-07,1.3877322044594427e-06,1.2142656789020123e-06,0.0,8.673326277871518e-07,1.908131781131734e-06,0.0,1.5611987300168731e-06,0.0,0.0,0.004083333333333333,label8x,,,7,0,0,0.00023799607306479442
65,65,317,317,,318,30-34,Alberta,Male,English,French,Elementary School Graduation Cert,Not Employed,Other,,,,0.4666666666666667,0.0,0,0.2352941176470588,0.29411764705882354,0.4,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.0-0-0.2352941176470588-0.29411764705882354-0.4-0.5-0.1111111111111111-0-1.0,19,0.0,4.604016236830594e-05,0.0,4.604016236830594e-05,0.0,0.0,7.673360394717659e-06,0.0,0.0,4.604016236830594e-05,0.0,0.0,0.0015833333333333333,label2x,,,1,0,0,0.0010205569324974483
66,66,318,318,,319,50-54,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Unskilled,,,,0.7333333333333333,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,1.0,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-1.0-0-1.0,118,6.189466501823294e-08,5.1578887515194114e-08,4.64209987636747e-08,3.6105221260635875e-08,2.0631555006077646e-08,6.705255376975234e-08,3.094733250911647e-08,6.189466501823294e-08,5.1578887515194114e-08,5.6736776266713524e-08,0.0,1.2378933003646588e-07,0.009833333333333333,label12x,,,11,0,0,2.9822912761285235e-05
67,67,325,325,,326,40-44,Ontario,Female,English,English,High School Graduation Certificate,Full-Time,Other,,,,0.6,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.5,0.0,0.1111111111111111,0,1.0,,0.6-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.5-0.0-0.1111111111111111-0-1.0,30,1.234567901234568e-06,2.469135802469136e-06,0.0,1.234567901234568e-06,1.234567901234568e-06,1.2345679012345678e-05,3.7037037037037037e-06,1.2345679012345678e-05,0.0,2.469135802469136e-06,0.0,0.0,0.0025,label6x,,,5,0,0,0.0005555555555555556
68,68,328,328,,329,50-54,Ontario,Male,French,French,High School Graduation Certificate,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.7333333333333333,0.6666666666666666,0,0.29411764705882354,0.29411764705882354,0.5,0.5,0.8888888888888888,0,1.0,,0.7333333333333333-0.6666666666666666-0-0.29411764705882354-0.29411764705882354-0.5-0.5-0.8888888888888888-0-1.0,224,6.120587761315801e-09,0.004484402454100423,6.936666129491242e-09,8.568822865842123e-09,7.752744497666682e-09,8.568822865842123e-09,2.4482351045263206e-09,6.528626945403522e-09,1.6729606547596525e-08,1.1833136338543885e-08,0.0,7.3447053135789615e-09,0.018666666666666668,label2x,,,1,0,0,0.004512547772901242
69,69,335,335,,336,45-49,Quebec,Female,English,English,Bachelors Degrees,Not Employed,Technical/Sales/Teaching/Other White Collar,,,,0.6666666666666666,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.8888888888888888,0,1.0,,0.6666666666666666-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.8888888888888888-0-1.0,69,3.9705086499516195e-07,3.9705086499516195e-07,4.411676277724022e-07,6.176346788813631e-07,3.0881733944068156e-07,4.411676277724022e-07,3.5293410221792175e-07,8.823352555448044e-08,0.0,0.0,0.0,0.0,0.00575,label4x,,,3,0,0,0.00010045386884377597
70,70,341,341,,342,30-34,Ontario,Female,English,English,None,Full-Time,Technical/Sales/Teaching/Other White Collar,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.6,0.0,0.8888888888888888,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.6-0.0-0.8888888888888888-0-1.0,38,1.6934227460543252e-06,3.951319740793425e-06,2.8223712434238746e-06,5.64474248684775e-07,0.02704847704847705,5.64474248684775e-07,0.0,0.0,8.467113730271625e-06,0.0,0.0,0.0,0.0031666666666666666,label5x,,,4,0,0,0.028314028314028315
71,71,342,342,,343,15-17,Ontario,Male,English,English,Bachelors Degrees,Full-Time,Other,,,,0.06666666666666668,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.06666666666666668-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,27,4.748338081671415e-06,7.122507122507122e-06,0.0,0.038537511870845205,7.122507122507122e-06,4.748338081671415e-06,0.0,0.0,0.0,1.4245014245014244e-05,0.0,0.0,0.00225,label4x,,,3,0,0,0.041089743589743585
72,72,343,343,,344,30-34,British Columbia,Male,English,English,High School Graduation Certificate,Not Employed,Other,,,,0.4666666666666667,0.1111111111111111,0,0.2352941176470588,0.2352941176470588,0.5,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.1111111111111111-0-0.2352941176470588-0.2352941176470588-0.5-0.5-0.1111111111111111-0-1.0,25,5.12e-06,2.56e-06,1.2800000000000001e-05,7.68e-06,0.0,0.0,2.56e-06,0.0,0.0,0.0,3.328e-05,0.0,0.0020833333333333333,label11x,,,10,0,0,0.001344
73,73,347,347,,348,30-34,Quebec,Female,English,English,Other Certificate/Diploma Not Univ,Not Employed,Other Managers,,,,0.4666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.5,0.2222222222222222,0,1.0,,0.4666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.5-0.2222222222222222-0-1.0,72,1.1163265889346135e-07,7.44217725956409e-08,3.721088629782045e-08,1.860544314891023e-07,1.1163265889346135e-07,2.232653177869227e-07,1.860544314891023e-07,1.860544314891023e-07,9.674830437433318e-07,0.0,0.0,5.953741807651272e-07,0.006,label9x,,,8,0,0,0.0001286008230452675
74,74,348,348,,349,45-49,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Not Employed,Clerical/Secretarial,,,,0.6666666666666666,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.5,0.0,0,1.0,,0.6666666666666666-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.5-0.0-0-1.0,11,6.830134553650708e-05,0.0,0.0,0.00013660269107301415,0.0,0.0,0.0,0.0,0.0,0.0005464107642920566,0.0,0.0,0.0009166666666666666,label10x,,,9,0,0,0.008264462809917356
75,75,349,349,,350,30-34,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.4666666666666667,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.4666666666666667-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,41,1.415547882499617e-06,1.7694348531245211e-06,3.5388697062490424e-07,3.5388697062490422e-06,2.1233218237494257e-06,3.5388697062490424e-07,0.0,3.5388697062490422e-06,0.0,1.415547882499617e-06,0.0,0.0,0.003416666666666667,label4x,,,3,0,0,0.0003046966817080426
76,76,355,355,,356,22-24,British Columbia,Male,English,French,Bachelors Degrees,Not Employed,Other,,,,0.3333333333333333,0.1111111111111111,0,0.2352941176470588,0.29411764705882354,0.0,0.5,0.1111111111111111,0,1.0,,0.3333333333333333-0.1111111111111111-0-0.2352941176470588-0.29411764705882354-0.0-0.5-0.1111111111111111-0-1.0,19,0.0,2.149982800137599e-05,5.374957000343997e-05,0.05573830409356725,2.149982800137599e-05,2.149982800137599e-05,4.299965600275198e-05,0.0,0.0,0.0,0.0,0.0,0.0015833333333333333,label4x,,,3,0,0,0.060866013071895424
77,77,365,365,,366,70+,Ontario,Female,English,English,Bachelors Degrees,Full-Time,Clerical/Secretarial,,,,1.0,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.0,0.0,0.0,0,0.6923076923076923,,1.0-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.0-0.0-0.0-0-0.6923076923076923,28,4.880778842149105e-06,0.0,6.507705122865473e-06,1.6269262807163682e-06,4.880778842149105e-06,6.507705122865473e-06,0.0,0.0,0.0,6.507705122865473e-06,0.0,1.4642336526447315e-05,0.0023333333333333335,label12x,,,11,0,0,0.000728862973760933
78,78,368,368,,369,25-29,Ontario,Female,French,French,Bachelors Degrees,Full-Time,Other,,,,0.4,0.6666666666666666,1,0.29411764705882354,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.4-0.6666666666666666-1-0.29411764705882354-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,73,2.112806916456551e-07,1.408537944304367e-07,3.169210374684826e-07,1.408537944304367e-07,1.760672430380459e-07,2.817075888608734e-07,0.0,7.746958693674019e-07,0.0,0.0,0.0,5.282017291141377e-07,0.006083333333333333,label8x,,,7,0,0,0.00011824676042435163
79,79,387,387,,388,55-59,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.8-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,43,3.376279609972179e-07,0.023823366555924694,2.025767765983308e-06,3.376279609972179e-07,6.752559219944358e-07,0.0,0.0,0.0,0.0,5.402047375955487e-06,4.389163492963833e-06,0.0,0.0035833333333333333,label2x,,,1,0,0,0.024825783972125433
80,80,393,393,,394,70+,Ontario,Male,English,English,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,1.0,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,1.0-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,15,3.950617283950617e-05,1.9753086419753087e-05,7.901234567901235e-05,1.9753086419753087e-05,5.925925925925926e-05,5.925925925925926e-05,1.9753086419753087e-05,0.0,0.0,0.0,0.0,0.0,0.00125,label3x,,,2,0,0,0.0026666666666666666
81,81,394,394,,395,60-64,Quebec,Female,English,English,Bachelors Degrees,Full-Time,Unskilled,,,,0.8666666666666667,0.8888888888888888,1,0.2352941176470588,0.2352941176470588,0.0,0.0,1.0,0,1.0,,0.8666666666666667-0.8888888888888888-1-0.2352941176470588-0.2352941176470588-0.0-0.0-1.0-0-1.0,7,0.0,0.0,0.0,0.001665972511453561,0.00041649312786339027,0.0008329862557267805,0.0,0.0,0.0,0.0,0.0,0.0,0.0005833333333333334,label4x,,,3,0,0,0.020408163265306124
82,82,397,397,,398,60-64,Alberta,Female,Other,English,Univ Cert/Dipl Above Bachelor Level,Full-Time,Other,,,,0.8666666666666667,0.0,1,0.7058823529411765,0.2352941176470588,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.0-1-0.7058823529411765-0.2352941176470588-0.0-0.0-0.1111111111111111-0-1.0,20,3.7500000000000003e-05,4.374999999999999e-05,6.25e-06,2.5e-05,1.25e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0016666666666666668,label2x,,,1,0,0,0.002125
83,83,398,398,,399,60-64,Ontario,Female,English,French,Other Certificate/Diploma Not Univ,Full-Time,Other,,,,0.8666666666666667,0.6666666666666666,1,0.2352941176470588,0.29411764705882354,0.0,0.0,0.1111111111111111,0,1.0,,0.8666666666666667-0.6666666666666666-1-0.2352941176470588-0.29411764705882354-0.0-0.0-0.1111111111111111-0-1.0,18,9.525986892242035e-06,2.8577960676726104e-05,9.525986892242035e-06,1.905197378448407e-05,1.905197378448407e-05,0.0,3.810394756896814e-05,4.762993446121019e-05,0.0,0.0,0.0,0.0,0.0015,label8x,,,7,0,0,0.0020576131687242796
84,84,404,404,,405,50-54,Ontario,Female,English,English,Trade Certificate/Diploma,Not Employed,Other,,,,0.7333333333333333,0.6666666666666666,1,0.2352941176470588,0.2352941176470588,0.8,0.5,0.1111111111111111,0,1.0,,0.7333333333333333-0.6666666666666666-1-0.2352941176470588-0.2352941176470588-0.8-0.5-0.1111111111111111-0-1.0,26,2.1882987290360987e-06,1.0941493645180492e-05,8.753194916144395e-06,4.376597458072197e-06,0.0,4.376597458072197e-06,2.1882987290360987e-06,2.1882987290360987e-06,0.0,0.0,0.0,2.1882987290360985e-05,0.0021666666666666666,label12x,,,11,0,0,0.0010810195721438326
85,85,405,405,,406,65-69,Ontario,Male,English,English,Elementary School Graduation Cert,Full-Time,Other Managers,,,,0.9333333333333332,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.0,0.2222222222222222,0,1.0,,0.9333333333333332-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.0-0.2222222222222222-0-1.0,72,2.8350457009366996e-07,1.620026114820971e-07,5.670091401873399e-07,4.0500652870524276e-08,2.4300391722314566e-07,2.0250326435262138e-07,0.01408750409056594,0.0,0.0,1.620026114820971e-07,9.315150160220583e-07,0.0,0.006,label7x,,,6,0,0,0.014408188259994752
86,86,408,408,,409,20-21,Ontario,Male,English,English,Elementary School Graduation Cert,Not Employed,Other,,,,0.26666666666666666,0.6666666666666666,0,0.2352941176470588,0.2352941176470588,0.4,0.5,0.1111111111111111,0,1.0,,0.26666666666666666-0.6666666666666666-0-0.2352941176470588-0.2352941176470588-0.4-0.5-0.1111111111111111-0-1.0,46,4.466822231195572e-07,8.933644462391144e-07,1.7867288924782288e-06,6.700233346793357e-07,4.466822231195572e-07,8.933644462391144e-07,2.233411115597786e-07,1.1167055577988929e-06,0.0,0.0,3.7967988965162353e-06,0.0,0.003833333333333333,label11x,,,10,0,0,0.0003082107339524944
